fixture_id,fixture_referee,fixture_timezone,fixture_date,fixture_timestamp,fixture_periods_first,fixture_periods_second,fixture_venue_id,fixture_venue_name,fixture_venue_city,fixture_status_long,fixture_status_short,fixture_status_elapsed,league_id,league_name,league_country,league_logo,league_flag,league_season,league_round,teams_home_id,teams_home_name,teams_home_logo,teams_home_winner,teams_away_id,teams_away_name,teams_away_logo,teams_away_winner,goals_home,goals_away,score_halftime_home,score_halftime_away,score_fulltime_home,score_fulltime_away,score_extratime_home,score_extratime_away,score_penalty_home,score_penalty_away,fixture_status_extra,league_standings,chave
1351046,"Fernandes de Lima, Felipe, Brazil",UTC,2025-03-29T21:30:00+00:00,1743283800,1743283800.0,1743287400.0,,Estádio do MorumBIS,São Paulo,Match Finished,FT,90.0,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2025,Regular Season - 1,126,Sao Paulo,https://media.api-sports.io/football/teams/126.png,,123,Sport Recife,https://media.api-sports.io/football/teams/123.png,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
1351049,"Raphael Claus, Brazil",UTC,2025-03-29T21:30:00+00:00,1743283800,1743283800.0,1743287400.0,241.0,Arena do Grêmio,Porto Alegre,Match Finished,FT,90.0,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2025,Regular Season - 1,130,Gremio,https://media.api-sports.io/football/teams/130.png,True,1062,Atletico-MG,https://media.api-sports.io/football/teams/1062.png,False,2.0,1.0,2.0,0.0,2.0,1.0,,,,,,,
1351048,"Alex Gomes Stefano, Brazil",UTC,2025-03-29T21:30:00+00:00,1743283800,1743283800.0,1743287400.0,234.0,Estádio Governador Magalhães Pinto,Belo Horizonte,Match Finished,FT,90.0,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2025,Regular Season - 1,135,Cruzeiro,https://media.api-sports.io/football/teams/135.png,True,7848,Mirassol,https://media.api-sports.io/football/teams/7848.png,False,2.0,1.0,2.0,1.0,2.0,1.0,,,,,,,
1351052,"Paulo Cesar Zanovelli da Silva, Brazil",UTC,2025-03-29T21:30:00+00:00,1743283800,1743283800.0,1743287400.0,,Estádio Alfredo Jaconi,Caxias do Sul,Match Finished,FT,90.0,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2025,Regular Season - 1,152,Juventude,https://media.api-sports.io/football/teams/152.png,True,136,Vitoria,https://media.api-sports.io/football/teams/136.png,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,,,,
1351051,"Rodrigo Jose Pereira de Lima, Brazil",UTC,2025-03-29T21:30:00+00:00,1743283800,1743283800.0,1743287400.0,225.0,Estádio Governador Plácido Aderaldo Castelo,Fortaleza,Match Finished,FT,90.0,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2025,Regular Season - 1,154,Fortaleza EC,https://media.api-sports.io/football/teams/154.png,True,124,Fluminense,https://media.api-sports.io/football/teams/124.png,False,2.0,0.0,2.0,0.0,2.0,0.0,,,,,,,
1351043,Davi de Oliveira Lacerda,UTC,2025-03-30T00:00:00+00:00,1743292800,1743292800.0,1743296400.0,,Estadio Jornalista Mário Filho,Rio de Janeiro,Match Finished,FT,90.0,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2025,Regular Season - 1,127,Flamengo,https://media.api-sports.io/football/teams/127.png,,119,Internacional,https://media.api-sports.io/football/teams/119.png,,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,
1351045,"Abel, Ramon Abatti, Brazil",UTC,2025-03-30T19:00:00+00:00,1743361200,1743361200.0,1743364800.0,,Allianz Parque,São Paulo,Match Finished,FT,90.0,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2025,Regular Season - 1,121,Palmeiras,https://media.api-sports.io/football/teams/121.png,,120,Botafogo,https://media.api-sports.io/football/teams/120.png,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
1351044,"Rafael Rodrigo Klein, Brazil",UTC,2025-03-30T21:30:00+00:00,1743370200,1743370200.0,1743373800.0,19377.0,Estádio São Januário,Rio de Janeiro,Match Finished,FT,90.0,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2025,Regular Season - 1,133,Vasco DA Gama,https://media.api-sports.io/football/teams/133.png,True,128,Santos,https://media.api-sports.io/football/teams/128.png,False,2.0,1.0,0.0,1.0,2.0,1.0,,,,,,,
1351050,"Bruno Arleu de Araujo, Brazil",UTC,2025-03-30T23:00:00+00:00,1743375600,1743375600.0,1743379200.0,,Arena Fonte Nova,Salvador,Match Finished,FT,90.0,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2025,Regular Season - 1,118,Bahia,https://media.api-sports.io/football/teams/118.png,,131,Corinthians,https://media.api-sports.io/football/teams/131.png,,1.0,1.0,1.0,0.0,1.0,1.0,,,,,,,
1351047,"Bruno Pereira Vasconcelos, Brazil",UTC,2025-03-31T23:00:00+00:00,1743462000,1743462000.0,1743465600.0,220.0,Estádio Nabi Abi Chedid,"Bragança Paulista, São Paulo",Match Finished,FT,90.0,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2025,Regular Season - 1,794,RB Bragantino,https://media.api-sports.io/football/teams/794.png,,129,Ceara,https://media.api-sports.io/football/teams/129.png,,2.0,2.0,1.0,2.0,2.0,2.0,,,,,,,
